1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
912,0.0,3.0,No,842,ALQ,70,0.0,336,Unf,1974.0,912,TA,8521,70.0,0.0,0,5,5,912,0.0,1967,1967
2156,0.0,3.0,No,297,BLQ,1203,0.0,508,RFn,1968.0,2156,TA,20781,69.0,0.0,80,7,7,1568,0.0,1968,2003
1124,0.0,3.0,None,0,Unf,0,190.0,0,None,1980.0,1124,TA,8335,77.0,0.0,36,5,5,0,0.0,1954,1954
909,807.0,2.0,No,0,Unf,880,0.0,512,RFn,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,0.0,1996,1996
1210,1242.0,4.0,No,281,Unf,747,0.0,683,Fin,1998.0,2452,Gd,16226,66.0,0.0,50,5,8,1028,0.0,1998,1999
1056,0.0,3.0,No,480,BLQ,108,0.0,260,Unf,1954.0,1056,TA,9250,80.0,0.0,0,7,5,1056,0.0,1954,2005
1640,0.0,3.0,No,728,BLQ,568,0.0,924,Unf,1993.0,1640,Gd,14778,69.0,72.0,0,7,6,1296,0.0,1954,2006
1057,872.0,3.0,No,738,Unf,319,0.0,650,Fin,2001.0,1929,Gd,7050,69.0,0.0,235,5,7,1057,0.0,2001,2001
824,1070.0,4.0,No,624,GLQ,193,0.0,510,Unf,2002.0,1894,Gd,11316,80.0,44.0,40,5,7,817,0.0,2002,2003
729,729.0,2.0,No,419,GLQ,310,0.0,440,Unf,1999.0,1458,TA,3230,34.0,1129.0,32,5,6,729,0.0,1999,1999
2121,0.0,3.0,Gd,0,Unf,2121,0.0,732,Fin,2007.0,2121,Ex,14450,107.0,315.0,98,5,9,2121,0.0,2006,2007
882,914.0,3.0,Mn,706,GLQ,88,0.0,546,RFn,1998.0,1796,TA,9531,69.0,0.0,36,5,6,794,0.0,1998,1998
1074,0.0,3.0,No,788,ALQ,268,0.0,495,RFn,1975.0,1074,TA,10140,78.0,0.0,88,6,5,1056,0.0,1975,1975
784,0.0,2.0,No,784,ALQ,0,0.0,0,None,1980.0,784,Gd,6130,50.0,0.0,0,6,5,784,0.0,1924,1950
630,672.0,3.0,No,0,Unf,630,0.0,440,Unf,1970.0,1302,TA,2016,24.0,304.0,0,5,5,630,0.0,1970,1970
1032,220.0,3.0,No,280,BLQ,752,0.0,288,Unf,1950.0,1252,TA,9600,80.0,0.0,0,5,6,1032,0.0,1950,1950
1679,0.0,3.0,No,1138,GLQ,270,0.0,575,RFn,1994.0,1679,Gd,8125,65.0,258.0,42,5,6,1408,0.0,1994,1998
1007,793.0,3.0,No,0,Unf,982,0.0,463,Fin,2000.0,1800,TA,8123,60.0,16.0,63,5,6,982,100.0,2000,2000
930,0.0,2.0,None,0,Unf,0,0.0,308,Unf,1946.0,930,Gd,11100,60.0,0.0,0,7,4,0,0.0,1946,2006
600,0.0,3.0,No,0,Unf,600,0.0,0,None,1980.0,968,TA,5925,50.0,0.0,0,6,3,600,0.0,1910,1950
1734,0.0,3.0,Av,1300,GLQ,434,0.0,660,Unf,2005.0,1734,Gd,11645,78.0,0.0,24,5,7,1734,0.0,2005,2005
1165,0.0,3.0,Gd,312,Rec,276,0.0,490,RFn,1966.0,1165,TA,9020,82.0,183.0,129,7,6,1127,0.0,1966,1966
1020,831.0,3.0,Gd,536,BLQ,169,0.0,440,RFn,1964.0,1851,Gd,9760,80.0,340.0,42,8,6,822,0.0,1964,1993
693,0.0,2.0,No,0,Unf,693,0.0,0,None,1980.0,693,Fa,4118,153.0,0.0,20,4,4,693,0.0,1941,1950
833,0.0,2.0,No,415,Rec,418,0.0,326,Unf,1955.0,833,Gd,5400,90.0,0.0,0,7,5,833,0.0,1954,2000
1656,0.0,3.0,Av,24,GLQ,1632,0.0,826,Unf,2006.0,1656,Gd,11096,84.0,0.0,146,5,8,1656,0.0,2006,2006
1391,0.0,2.0,Mn,16,Unf,1375,0.0,530,Unf,2004.0,1391,Gd,4282,59.0,0.0,158,5,7,1391,0.0,2004,2004
816,0.0,2.0,Gd,104,LwQ,0,0.0,516,Unf,1963.0,816,TA,8472,110.0,0.0,0,5,5,816,0.0,1963,1963
884,1151.0,3.0,No,0,Unf,884,0.0,434,Fin,2001.0,2035,Gd,9505,69.0,180.0,48,5,7,884,0.0,2001,2001
1086,0.0,3.0,No,320,ALQ,404,0.0,490,Unf,1989.0,1086,TA,10200,85.0,104.0,0,7,5,1086,0.0,1954,2003
1710,0.0,3.0,Mn,0,Unf,1710,0.0,550,Unf,2004.0,1710,Gd,12118,43.0,108.0,48,5,7,1710,0.0,2004,2005
789,0.0,2.0,No,104,ALQ,516,0.0,250,Unf,1948.0,789,TA,6000,50.0,0.0,0,5,5,789,0.0,1948,1950
1150,0.0,3.0,No,179,ALQ,465,0.0,300,RFn,1959.0,1150,TA,7945,70.0,0.0,0,6,5,1150,0.0,1959,1959
754,640.0,3.0,No,0,Unf,384,0.0,400,Fin,2007.0,1394,Gd,9735,73.0,0.0,0,5,5,384,0.0,2006,2007
980,0.0,3.0,Av,400,Unf,100,0.0,384,Fin,1967.0,980,TA,9750,75.0,0.0,0,5,5,980,0.0,1967,1967
4692,950.0,3.0,Gd,5644,GLQ,466,0.0,1418,Fin,2008.0,5642,Ex,63887,313.0,796.0,292,5,10,6110,0.0,2008,2008
1164,1106.0,4.0,No,524,GLQ,628,0.0,671,Fin,1999.0,2270,Gd,11764,92.0,348.0,57,7,8,1152,0.0,1999,2007
1310,1140.0,3.0,Mn,781,GLQ,503,0.0,1069,Fin,1998.0,2450,Gd,16545,69.0,731.0,126,5,8,1284,0.0,1998,1998
1277,1067.0,3.0,No,0,Unf,1264,0.0,889,RFn,1996.0,2344,Gd,10208,79.0,921.0,0,5,7,1264,0.0,1996,1997
1060,764.0,3.0,No,0,Unf,764,0.0,520,Unf,1940.0,1824,TA,13515,60.0,0.0,0,6,6,764,0.0,1919,1950
813,0.0,2.0,No,0,Unf,813,0.0,270,Unf,1932.0,813,Gd,5684,70.0,0.0,113,8,6,813,0.0,1930,2005
1724,0.0,3.0,Av,528,ALQ,1152,0.0,480,RFn,1967.0,1724,TA,17871,69.0,359.0,0,5,6,1680,0.0,1967,1976
1212,0.0,3.0,Mn,36,GLQ,1176,0.0,460,RFn,2009.0,1212,Gd,10420,83.0,0.0,22,5,6,1212,0.0,2009,2009
1801,0.0,1.0,No,1247,ALQ,254,0.0,484,Fin,1959.0,1801,TA,15602,100.0,0.0,54,8,7,1501,0.0,1959,1997
1383,0.0,3.0,No,565,Rec,818,0.0,292,Unf,1960.0,1383,TA,11600,80.0,175.0,45,5,6,1383,0.0,1960,1960
616,0.0,2.0,No,616,LwQ,0,0.0,205,Unf,1921.0,616,TA,6000,50.0,0.0,0,7,5,616,0.0,1921,1950
1337,0.0,2.0,No,733,GLQ,604,0.0,462,RFn,1993.0,1337,Gd,5395,41.0,0.0,0,5,8,1337,0.0,1993,1993
561,668.0,2.0,No,285,ALQ,276,0.0,462,Fin,1980.0,1229,TA,1300,24.0,0.0,0,6,6,561,0.0,1980,1980
1051,788.0,4.0,No,0,Unf,756,0.0,442,Unf,1966.0,1839,TA,7700,70.0,351.0,124,5,6,756,0.0,1966,1966
698,728.0,3.0,No,535,BLQ,155,0.0,440,Fin,1977.0,1426,TA,7950,75.0,140.0,0,6,6,690,252.0,1977,1977
912,546.0,3.0,No,0,Unf,912,0.0,330,Unf,1948.0,1458,TA,17503,78.0,0.0,0,5,6,912,0.0,1948,1950
1719,0.0,1.0,Gd,1619,GLQ,100,0.0,473,Fin,1993.0,1719,Gd,10846,32.0,0.0,30,5,8,1719,0.0,1993,1993
1687,998.0,5.0,No,523,GLQ,301,0.0,672,Fin,1970.0,3082,TA,15863,102.0,0.0,63,3,7,824,0.0,1920,1970
1072,0.0,2.0,Gd,547,GLQ,0,0.0,525,Fin,2005.0,1072,TA,3675,35.0,80.0,28,5,5,547,0.0,2005,2005
1344,0.0,2.0,No,457,ALQ,193,0.0,484,Unf,1970.0,1344,TA,9503,69.0,0.0,28,5,5,1024,0.0,1958,1983
1180,0.0,2.0,No,0,Unf,700,0.0,252,Unf,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,0.0,1922,1950
1620,0.0,3.0,No,1116,BLQ,165,0.0,490,Unf,1993.0,1620,TA,9991,69.0,0.0,78,4,4,1281,0.0,1976,1993
1699,1523.0,5.0,Mn,1470,GLQ,203,0.0,594,Unf,1990.0,3222,Gd,12376,90.0,0.0,0,5,7,1673,0.0,1990,1990
1328,0.0,3.0,No,569,ALQ,678,0.0,528,Unf,1963.0,1328,TA,9790,69.0,451.0,26,5,6,1328,0.0,1963,1963
1005,978.0,3.0,No,694,GLQ,284,0.0,490,Fin,1999.0,1983,Gd,10762,69.0,344.0,0,5,7,978,0.0,1999,1999
1337,0.0,2.0,No,266,GLQ,1139,0.0,511,Fin,1998.0,1337,Gd,4060,34.0,0.0,68,5,6,1405,0.0,1998,1999
1268,1097.0,3.0,Mn,1163,GLQ,89,0.0,856,Unf,1999.0,2365,Gd,9430,82.0,673.0,128,5,8,1252,0.0,1999,1999
894,0.0,3.0,No,894,ALQ,0,0.0,552,Unf,1975.0,894,TA,9800,70.0,0.0,0,7,5,894,0.0,1972,1972
1268,0.0,3.0,Av,196,ALQ,1072,0.0,252,Unf,1978.0,1268,Gd,9286,69.0,0.0,0,7,5,1268,0.0,1977,1989
1436,0.0,3.0,Mn,946,GLQ,490,0.0,484,Unf,2004.0,1436,Gd,8450,65.0,266.0,98,5,7,1436,139.0,2004,2004
1494,0.0,3.0,Av,437,LwQ,0,0.0,481,Fin,1995.0,1494,Ex,9549,30.0,0.0,30,5,8,1494,0.0,1995,1996
742,742.0,3.0,No,0,Unf,742,0.0,390,Fin,2005.0,1484,Gd,12589,149.0,0.0,24,5,6,742,0.0,2005,2005
1340,0.0,3.0,Av,24,GLQ,1316,0.0,396,Fin,2007.0,1340,Gd,8899,73.0,0.0,30,5,7,1340,0.0,2007,2007
1113,0.0,3.0,No,607,ALQ,506,0.0,264,Unf,1950.0,1113,Gd,9600,80.0,0.0,80,7,5,1113,0.0,1950,2007
841,806.0,4.0,No,0,Unf,806,136.0,216,Unf,1920.0,1647,Fa,6858,66.0,0.0,66,4,6,806,0.0,1915,1950
1208,0.0,2.0,No,664,GLQ,544,0.0,628,RFn,2007.0,1208,Gd,6762,64.0,108.0,54,5,7,1208,105.0,2007,2007
630,672.0,3.0,No,0,Unf,630,0.0,280,Unf,1991.0,1302,TA,1680,21.0,142.0,0,5,5,630,0.0,1971,1971
1152,0.0,3.0,None,0,None,0,0.0,0,None,1980.0,1152,Fa,6040,65.0,0.0,0,5,4,0,0.0,1955,1955
943,0.0,3.0,Gd,828,GLQ,115,0.0,472,Fin,1998.0,1638,TA,9042,59.0,0.0,38,5,6,943,0.0,1998,1998
950,208.0,3.0,No,0,Unf,862,0.0,208,RFn,1929.0,1158,TA,6000,50.0,0.0,0,7,6,862,0.0,1929,1950
1601,0.0,3.0,No,704,ALQ,567,0.0,478,RFn,1978.0,1601,TA,11880,82.0,206.0,0,5,7,1271,0.0,1978,1978
902,918.0,4.0,Gd,454,ALQ,410,0.0,492,Unf,1965.0,1820,Gd,13700,69.0,288.0,84,6,7,864,0.0,1965,1988
1752,0.0,2.0,No,456,GLQ,1296,0.0,576,RFn,2005.0,1752,Ex,7658,61.0,412.0,82,5,9,1752,0.0,2005,2005
959,712.0,3.0,No,786,GLQ,173,0.0,472,Fin,2000.0,1671,TA,10852,58.0,0.0,38,5,6,959,0.0,2000,2000
1040,0.0,3.0,Gd,633,ALQ,431,0.0,648,Unf,1963.0,1040,TA,25286,94.0,0.0,0,5,4,1064,0.0,1963,1963
1537,0.0,3.0,No,0,Unf,1319,0.0,462,RFn,1962.0,1537,Gd,8400,80.0,237.0,36,9,6,1319,0.0,1962,2005
1086,838.0,3.0,Av,956,GLQ,130,0.0,592,RFn,1998.0,1924,Gd,12011,78.0,530.0,75,5,8,1086,208.0,1998,1998
981,787.0,3.0,No,569,ALQ,162,0.0,240,Unf,1939.0,1768,Gd,7200,60.0,252.0,0,7,5,731,0.0,1937,1950
1120,1120.0,6.0,None,0,None,0,0.0,528,Unf,1979.0,2240,TA,7018,64.0,0.0,0,5,5,0,0.0,1979,1979
1390,304.0,4.0,No,423,Rec,758,0.0,576,Unf,1925.0,1694,TA,8400,60.0,0.0,0,5,6,1181,0.0,1925,1950
1381,0.0,3.0,No,982,ALQ,179,0.0,676,Unf,1972.0,1381,Gd,9360,78.0,0.0,0,7,6,1161,0.0,1972,2006
943,0.0,2.0,Gd,943,GLQ,0,0.0,600,Unf,1979.0,943,TA,7032,69.0,0.0,0,5,5,943,0.0,1979,1979
1573,0.0,3.0,No,788,GLQ,785,0.0,544,RFn,2002.0,1573,Gd,9808,67.0,110.0,72,5,7,1573,0.0,2002,2002
1098,880.0,4.0,No,552,BLQ,280,0.0,486,RFn,1968.0,1978,TA,9900,69.0,342.0,43,5,7,832,0.0,1968,1968
864,0.0,3.0,Av,460,BLQ,404,0.0,338,Unf,1972.0,864,TA,15523,36.0,0.0,0,6,5,864,0.0,1972,1972
1490,1304.0,4.0,No,689,Unf,773,0.0,810,Fin,1995.0,2794,Ex,15138,174.0,506.0,146,5,8,1462,0.0,1995,1996
1175,1540.0,4.0,No,575,GLQ,487,0.0,831,Fin,1994.0,2715,Gd,8963,69.0,289.0,204,9,8,1142,0.0,1976,1996
980,1276.0,4.0,No,300,GLQ,652,0.0,554,Fin,2000.0,2256,Gd,8795,69.0,0.0,54,5,7,952,0.0,2000,2000
1024,940.0,4.0,Av,0,Unf,940,0.0,0,None,1980.0,1964,TA,8525,55.0,0.0,192,6,5,940,0.0,1911,1950
968,0.0,2.0,No,0,Unf,968,0.0,480,Unf,1935.0,968,TA,8520,60.0,0.0,0,6,5,968,0.0,1923,2006
1095,679.0,4.0,No,0,Unf,1095,0.0,779,Unf,1920.0,1774,TA,9600,60.0,0.0,0,2,4,1095,0.0,1900,1950
976,332.0,2.0,No,428,Rec,300,0.0,256,Unf,1940.0,1308,TA,9600,130.0,0.0,70,7,5,728,0.0,1940,1950
811,576.0,3.0,No,0,Unf,811,0.0,256,Unf,1954.0,1387,Gd,6000,50.0,0.0,0,4,5,811,0.0,1954,1954
1504,0.0,3.0,Gd,690,GLQ,814,0.0,478,Fin,1996.0,1504,Gd,11883,73.0,196.0,66,5,7,1504,0.0,1996,1996
572,539.0,2.0,No,0,Unf,572,0.0,288,Unf,1982.0,1111,TA,5700,69.0,0.0,0,7,7,572,0.0,1926,1950
1054,0.0,3.0,No,602,ALQ,14,0.0,460,Unf,1969.0,1054,TA,9750,65.0,0.0,0,8,6,1054,0.0,1969,1969
672,252.0,2.0,No,348,BLQ,324,0.0,280,Unf,1941.0,924,Fa,12180,60.0,0.0,0,4,4,672,0.0,1941,1950
800,832.0,4.0,No,400,GLQ,336,0.0,484,Unf,1966.0,1632,Gd,9130,69.0,252.0,40,8,6,800,0.0,1966,2000
988,0.0,2.0,No,0,Unf,988,0.0,520,RFn,1954.0,988,TA,21750,100.0,0.0,0,5,5,988,0.0,1954,1954
1325,1093.0,3.0,Gd,1173,GLQ,138,0.0,983,RFn,1993.0,2418,Gd,10542,96.0,651.0,154,5,7,1311,0.0,1993,1994
788,0.0,2.0,No,266,Rec,522,0.0,0,None,1980.0,788,TA,7446,69.0,0.0,0,5,4,788,0.0,1941,1950
892,783.0,3.0,No,0,Unf,841,0.0,502,Fin,1999.0,1675,TA,24682,69.0,0.0,103,5,6,841,0.0,1999,1999
1077,0.0,2.0,No,851,GLQ,140,0.0,205,RFn,1939.0,1077,TA,7420,50.0,0.0,4,6,5,991,0.0,1939,1950
1146,0.0,3.0,Av,786,GLQ,82,0.0,438,Unf,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,0.0,2003,2003
2259,0.0,3.0,Mn,35,Unf,905,0.0,450,Unf,1953.0,2259,Gd,21000,69.0,184.0,120,5,6,1809,0.0,1953,1953
768,0.0,2.0,Av,660,Unf,108,0.0,396,Fin,1974.0,768,TA,7200,60.0,0.0,0,8,5,768,0.0,1972,2003
848,0.0,1.0,Av,685,GLQ,163,0.0,420,Fin,2003.0,848,Gd,4435,69.0,170.0,0,5,6,848,0.0,2003,2004
1358,0.0,3.0,Mn,733,Unf,625,0.0,484,RFn,2010.0,1358,Gd,6371,44.0,128.0,35,5,7,1358,0.0,2009,2010
1856,0.0,1.0,Av,1445,GLQ,411,0.0,834,Fin,2010.0,1856,Ex,11394,88.0,350.0,0,2,9,1856,0.0,2010,2010
2018,0.0,3.0,Gd,0,Unf,2002,0.0,746,Fin,2009.0,2018,Ex,13214,89.0,0.0,76,5,9,2002,0.0,2008,2009
900,0.0,3.0,Av,769,ALQ,95,0.0,288,RFn,1967.0,900,TA,7838,68.0,0.0,144,5,5,864,0.0,1967,1967
784,0.0,2.0,No,0,Unf,784,91.0,360,Unf,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,0.0,1928,1950
1104,684.0,5.0,Av,0,Unf,1104,0.0,304,Unf,1957.0,1788,TA,11250,69.0,0.0,0,5,4,1104,0.0,1957,1989
1766,0.0,3.0,Mn,1121,GLQ,645,0.0,478,Fin,2009.0,1766,Ex,9187,85.0,162.0,130,5,9,1766,0.0,2009,2009
1160,966.0,3.0,Gd,249,LwQ,0,0.0,538,Fin,1967.0,2126,TA,28698,69.0,0.0,0,5,5,1013,0.0,1967,1967
1682,0.0,3.0,No,0,Unf,1304,0.0,530,Unf,1970.0,1682,TA,10400,80.0,288.0,0,6,7,1304,0.0,1970,1970
882,0.0,3.0,No,138,LwQ,276,0.0,461,Unf,1980.0,882,TA,7700,70.0,0.0,0,5,5,882,0.0,1972,1972
910,648.0,4.0,No,420,BLQ,490,0.0,282,Unf,1950.0,1558,TA,13710,75.0,0.0,0,5,5,910,289.0,1950,1950
848,0.0,1.0,Av,697,GLQ,151,0.0,420,RFn,2004.0,848,Gd,4426,69.0,147.0,0,5,6,848,0.0,2004,2004
1080,0.0,3.0,No,336,ALQ,748,158.0,484,Unf,1983.0,1080,TA,9187,71.0,0.0,0,5,6,1084,0.0,1983,1983
969,0.0,3.0,Av,716,BLQ,253,0.0,440,Unf,1975.0,969,TA,10356,120.0,0.0,0,6,5,969,0.0,1975,1975
1112,896.0,3.0,No,603,GLQ,293,0.0,230,Unf,1948.0,2008,Ex,7800,78.0,0.0,0,8,5,896,0.0,1948,2002
884,884.0,3.0,No,550,GLQ,334,0.0,543,Unf,2003.0,1768,Gd,8158,65.0,252.0,63,5,7,884,0.0,2003,2003
1224,0.0,2.0,Av,1086,GLQ,0,0.0,528,Unf,1979.0,1224,TA,7018,64.0,275.0,0,5,5,1086,0.0,1979,1979
1661,0.0,3.0,No,0,Unf,1649,0.0,598,RFn,1998.0,1661,Gd,12137,48.0,442.0,34,5,7,1649,0.0,1998,1998
1567,0.0,1.0,Av,1154,GLQ,366,0.0,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,0.0,2006,2006
1069,0.0,2.0,No,360,ALQ,709,0.0,440,RFn,1977.0,1069,TA,4043,53.0,0.0,55,5,6,1069,0.0,1977,1977
1555,0.0,2.0,Av,16,GLQ,1357,0.0,430,Fin,2005.0,1555,Gd,3182,43.0,16.0,20,5,7,1373,0.0,2005,2006
1494,0.0,3.0,Gd,1200,GLQ,279,0.0,576,RFn,1997.0,1494,Gd,9236,79.0,0.0,27,5,6,1479,0.0,1997,1997
1746,0.0,3.0,Gd,1320,GLQ,426,0.0,758,Fin,2006.0,1746,Ex,14892,42.0,160.0,39,5,9,1746,0.0,2006,2007
1838,0.0,2.0,Av,1260,GLQ,578,0.0,765,Unf,2006.0,1838,Ex,14601,85.0,584.0,68,5,9,1838,0.0,2006,2006
780,0.0,2.0,Av,632,ALQ,148,0.0,352,Unf,1973.0,780,TA,7200,60.0,0.0,0,7,5,780,196.0,1972,1972
1502,0.0,3.0,No,0,Unf,1502,0.0,644,RFn,2009.0,1502,Gd,9541,79.0,268.0,114,5,7,1502,0.0,2009,2009
901,901.0,4.0,No,352,LwQ,441,0.0,216,Unf,1920.0,1802,TA,7588,54.0,0.0,0,6,7,793,0.0,1920,1950
1065,0.0,3.0,No,0,Unf,1065,0.0,461,Unf,1974.0,1065,TA,8892,80.0,66.0,0,5,5,1065,0.0,1960,1960
845,0.0,3.0,None,0,None,0,0.0,290,Unf,1957.0,845,TA,11500,69.0,0.0,0,3,4,0,0.0,1957,1957
1297,0.0,3.0,No,1213,Rec,84,0.0,498,Fin,1954.0,1297,TA,8532,74.0,650.0,0,6,5,1297,0.0,1954,1990
833,833.0,3.0,No,0,Unf,588,0.0,228,Unf,1925.0,1666,Gd,5100,69.0,0.0,63,7,8,588,0.0,1925,1996
1120,0.0,3.0,No,206,ALQ,914,0.0,0,None,1980.0,1120,TA,8402,70.0,0.0,30,5,5,1120,0.0,2007,2007
1646,0.0,2.0,Gd,1373,GLQ,221,0.0,482,Fin,2004.0,1646,Gd,3842,44.0,174.0,53,5,8,1594,0.0,2004,2005
1279,0.0,3.0,No,641,ALQ,276,0.0,473,Unf,1980.0,1279,TA,10125,75.0,0.0,83,6,6,1196,0.0,1977,1977
953,694.0,3.0,No,0,Unf,953,0.0,460,RFn,1999.0,1647,TA,7917,62.0,0.0,40,5,6,953,0.0,1999,2000
769,756.0,3.0,No,436,GLQ,320,0.0,440,Unf,2000.0,1525,Gd,2117,69.0,456.0,0,5,6,756,0.0,2000,2000
1028,0.0,2.0,No,0,Unf,1008,0.0,360,Unf,1927.0,1028,TA,8960,56.0,0.0,0,6,5,1008,0.0,1927,1950
684,684.0,3.0,No,0,Unf,684,0.0,216,Unf,1930.0,1368,TA,3600,60.0,0.0,158,7,6,684,0.0,1910,1993
1134,924.0,3.0,No,319,Rec,416,0.0,396,Unf,1950.0,2058,TA,9600,60.0,0.0,0,5,6,735,0.0,1917,1950
796,0.0,2.0,No,0,Unf,796,0.0,0,Unf,1980.0,796,TA,3636,40.0,0.0,0,4,4,796,0.0,1922,1950
1516,0.0,3.0,No,196,Rec,975,0.0,472,RFn,1964.0,1516,TA,10004,100.0,180.0,0,6,6,1516,0.0,1964,1964
976,1111.0,5.0,Gd,568,LwQ,264,0.0,444,Fin,1966.0,2087,Gd,12205,69.0,157.0,168,8,6,832,0.0,1966,2007
1047,0.0,2.0,No,0,Unf,641,0.0,273,Unf,1954.0,1047,TA,10800,60.0,0.0,0,7,4,641,0.0,1885,1995
1484,0.0,3.0,Av,998,ALQ,486,0.0,487,Unf,1971.0,1484,TA,12243,70.0,0.0,0,6,5,1484,0.0,1971,1971
798,813.0,4.0,Gd,674,GLQ,0,0.0,442,RFn,1964.0,1611,TA,9760,80.0,360.0,128,6,6,780,0.0,1964,1964
1742,0.0,2.0,Gd,1148,GLQ,594,0.0,564,RFn,1985.0,1742,Gd,6563,69.0,0.0,28,5,8,1742,0.0,1985,1985
2207,0.0,3.0,Gd,912,GLQ,1035,0.0,576,RFn,1970.0,2207,TA,19900,69.0,287.0,0,5,7,1947,0.0,1970,1989
1002,0.0,3.0,No,828,BLQ,174,0.0,902,Unf,1973.0,1002,TA,8750,69.0,76.0,0,6,5,1002,0.0,1970,1970
1328,0.0,2.0,Gd,967,BLQ,383,0.0,308,Unf,1959.0,1328,TA,16905,115.0,0.0,104,6,5,1350,0.0,1959,1959
1616,0.0,2.0,No,1180,GLQ,415,0.0,608,RFn,1995.0,1616,Gd,5389,39.0,0.0,152,5,8,1595,0.0,1995,1996
1136,1332.0,4.0,Av,970,GLQ,166,0.0,872,Unf,2004.0,2468,Gd,12099,99.0,388.0,154,5,8,1136,0.0,2004,2004
1229,0.0,3.0,No,1059,ALQ,75,0.0,284,RFn,1956.0,1229,TA,17140,69.0,0.0,0,6,4,1134,0.0,1956,1956
1088,441.0,4.0,None,0,None,0,0.0,240,Unf,1945.0,1529,TA,8405,50.0,0.0,0,3,4,0,0.0,1945,1950
2196,0.0,3.0,Mn,485,ALQ,1496,0.0,701,RFn,1990.0,2196,Gd,14684,90.0,234.0,70,7,7,2158,84.0,1990,1991
1138,0.0,3.0,Av,507,GLQ,81,0.0,264,Unf,1958.0,1138,TA,10482,65.0,63.0,0,8,6,588,0.0,1958,1958
616,688.0,3.0,Mn,0,Unf,264,0.0,336,Fin,1976.0,1304,TA,2665,69.0,0.0,24,6,5,264,141.0,1976,1976
1839,0.0,3.0,No,1186,GLQ,291,0.0,416,Fin,1957.0,1839,Gd,14442,110.0,106.0,87,7,6,1477,0.0,1957,2004
859,319.0,2.0,Mn,0,Unf,859,0.0,384,RFn,1964.0,1178,TA,8712,66.0,0.0,0,7,4,859,0.0,1900,1950
894,0.0,2.0,No,0,Unf,894,0.0,1248,RFn,1994.0,894,TA,18000,120.0,0.0,20,4,3,894,0.0,1935,1950
625,625.0,2.0,No,0,Unf,625,0.0,625,Fin,2006.0,1250,Gd,4017,35.0,0.0,54,5,7,625,0.0,2006,2007
1158,0.0,3.0,No,941,ALQ,217,0.0,576,Unf,2006.0,1158,Gd,13072,63.0,0.0,50,5,6,1158,0.0,2004,2004
1082,0.0,2.0,No,336,BLQ,746,0.0,240,Unf,1948.0,1082,TA,11664,60.0,206.0,130,5,6,1082,0.0,1948,1950
864,0.0,3.0,Av,390,ALQ,474,0.0,352,Unf,1989.0,864,TA,7180,60.0,0.0,0,7,5,864,0.0,1972,1972
1053,0.0,3.0,No,567,Rec,413,0.0,750,RFn,1998.0,1053,Ex,8973,69.0,85.0,80,7,5,1008,0.0,1958,1991
1571,0.0,3.0,Gd,0,Unf,1571,0.0,722,Fin,2007.0,1571,Gd,10991,89.0,80.0,36,5,8,1571,0.0,2007,2007
1107,983.0,3.0,Mn,859,ALQ,216,0.0,484,Unf,1973.0,2090,TA,10382,69.0,240.0,204,6,7,1107,0.0,1973,1973
546,546.0,3.0,No,0,Unf,546,0.0,286,Unf,1970.0,1092,TA,2001,21.0,80.0,0,5,4,546,0.0,1970,1970
1116,0.0,3.0,No,0,Unf,1116,0.0,440,Unf,1962.0,1116,TA,10000,87.0,261.0,0,6,6,1116,0.0,1962,1962
483,504.0,3.0,No,162,ALQ,321,0.0,264,Unf,1972.0,987,Gd,1680,21.0,510.0,0,8,6,483,0.0,1972,2007
1680,0.0,3.0,No,808,GLQ,72,0.0,540,Fin,1988.0,1680,Gd,21695,69.0,260.0,44,9,6,880,0.0,1988,2007
1394,0.0,3.0,No,609,BLQ,785,0.0,514,RFn,1963.0,1394,TA,9500,69.0,247.0,76,5,6,1394,0.0,1963,1963
756,378.0,3.0,No,312,ALQ,444,0.0,240,Unf,1940.0,1134,TA,8160,60.0,0.0,0,6,5,756,0.0,1940,1950
1646,0.0,3.0,Gd,1513,GLQ,125,0.0,800,RFn,2008.0,1646,Gd,9520,71.0,338.0,44,5,8,1638,192.0,2007,2008
948,742.0,3.0,No,0,Unf,924,0.0,463,RFn,2000.0,1690,TA,8063,69.0,0.0,48,5,6,924,0.0,2000,2000
764,862.0,2.0,No,573,GLQ,191,0.0,474,RFn,2003.0,1626,Gd,2448,36.0,106.0,27,5,7,764,0.0,2003,2004
1440,0.0,4.0,Gd,1440,Unf,0,0.0,0,None,1980.0,1440,TA,7711,42.0,0.0,0,3,4,1440,0.0,1977,1977
680,790.0,3.0,No,310,Unf,370,0.0,420,Fin,1993.0,1470,TA,9765,69.0,68.0,63,8,6,680,0.0,1993,1993
